Product Name,Rating,Rating Info,RAM/ROM,Display,Camera,Battery,Processor,Warranty,Price,Original Price,Offer,Deals,Exchangable_amount
Huawei Pura 90s Pro,,,12 GB|256 GB,"6.6 inch, 105.5 cm 2 (~89.7% screen-to-body ratio) Display","50 MP, f/1.4-4.0, 24mm (wide), 1/1.28"", PDAF, OIS 50 MP, f/2.1, 91mm (telephoto), PDAF (5cm - ∞), OIS, 4x optical zoom 12.5 MP, f/2.2, 13mm (ultrawide), AF Rear Camera",6000 mAh (International) or 5500 mAh (Europe) Battery,Kirin 9030S (5 nm) Processor,1 Year,Not Available,,,,
Huawei Pura 90s Pro Max,,,12 GB|256 GB,"6.9 inch, 114.6 cm 2 (~90.7% screen-to-body ratio) Display","50 MP, f/1.4-4.0, 24mm (wide), 1/1.28"", PDAF, OIS 200 MP, f/2.6, 89mm (telephoto), 1/1.28"", PDAF, OIS, 4x optical zoom 40 MP, f/2.2, 13mm (ultrawide), AF Rear Camera",6000 mAh (International) or 5500 mAh (Europe) Battery,Kirin 9030S (5 nm) Processor,1 Year,Not Available,,,,
Huawei Pura X Max,,,12 GB|256 GB,"7.7 inch, 179.5 cm 2 (~89.8% screen-to-body ratio) Display","50 MP, f/1.4-4.0, 24mm (wide), PDAF, OIS 50 MP, f/2.2, 81mm (periscope telephoto), PDAF, OIS, 3.5x optical zoom 12.5 MP, f/2.2, 13mm (ultrawide), AF Rear Camera",5300 mAh Battery,Kirin 9030 Pro (6 nm) Processor,1 Year,Not Available,,,,
Huawei Watch Buds 2,,,,1.5 inch Display,,Li-Ion 410 mAh Battery,,1 Year,Not Available,,,,
Huawei Watch Fit 5,,,,1.82 inch Display,,Li-Ion 471 mAh Battery,,1 Year,Not Available,,,,
Huawei Watch Fit 5 Pro,,,,1.92 inch Display,,Li-Ion 471 mAh Battery,,1 Year,Not Available,,,,
Huawei Watch GT 6,,,,1.47 inch Display,,Li-Ion 867 mAh Battery,,1 Year,Not Available,,,,
Huawei Watch GT 6 Pro,,,,1.47 inch Display,,Li-Ion 867 mAh Battery,,1 Year,Not Available,,,,
Huawei Watch GT Runner 2,,,,1.32 inch Display,,Si/C Li-Ion 540 mAh Battery,,1 Year,Not Available,,,,
Huawei Watch Ultimate 2,,,,1.5 inch Display,,Li-Ion 867 mAh Battery,,1 Year,Not Available,,,,
Huawei Watch Ultimate Design Spring,,,,1.38 inch Display,,Li-Ion 540 mAh Battery,Kirin W80 Processor,1 Year,Not Available,,,,
Huawei nova 14 Lite,,,12 GB|256 GB,"6.7 inch, 108.3 cm 2 (~88.6% screen-to-body ratio) Display","50 MP, f/1.9, 23mm (wide), 1/1.56"", Dual Pixel PDAF 8 MP, f/2.2, 16mm, 112˚ (ultrawide), AF Rear Camera",5500 mAh Battery,,1 Year,Not Available,,,,
Huawei nova 14i,,,8 GB|128 GB,"6.95 inch, 117.4 cm 2 (~85.6% screen-to-body ratio) Display","50 MP, f/1.8, 26mm (wide), PDAF Auxiliary lens Rear Camera",Li-Po 7000 mAh Battery,Qualcomm Snapdragon 680 4G (6 nm) Processor,1 Year,Not Available,,,,
Huawei nova 15,,,12 GB|256 GB,"6.7 inch, 108.3 cm 2 (~88.6% screen-to-body ratio) Display","50 MP, f/1.9, 23mm (wide), 1/1.56"", Dual Pixel PDAF 12 MP, f/2.4, 69mm (telephoto), PDAF, OIS, 3x optical zoom Rear Camera",Si/C Li-Ion 6000 mAh Battery,Kirin 8020 Processor,1 Year,Not Available,,,,
Huawei nova 15 Max,,,8 GB|256 GB,"6.84 inch, 114.8 cm 2 (~90.2% screen-to-body ratio) Display","50 MP, f/1.9, (wide), 1/1.56"", dual-pixel PDAF Auxiliary lens Rear Camera",8500 mAh Battery,,1 Year,Not Available,,,,
Huawei nova 15 Pro,,,12 GB|256 GB,"6.84 inch, 115.0 cm 2 (~90.4% screen-to-body ratio) Display","50 MP, f/1.8, 24mm (wide), PDAF, OIS 12 MP, f/2.4, 69mm (telephoto), PDAF, OIS, 3x optical zoom 13 MP, f/2.2, 13mm, 120˚ (ultrawide), AF Rear Camera",Si/C Li-Ion 6500 mAh Battery,Kirin 9010S Processor,1 Year,Not Available,,,,
Huawei nova 15 Ultra,,,12 GB|256 GB,"6.84 inch, 115.0 cm 2 (~90.4% screen-to-body ratio) Display","50 MP, f/1.4-4.0, 24mm (wide), PDAF, OIS 50 MP, f/2.2, 88mm (periscope telephoto), PDAF, OIS, 3.7x optical zoom 50 MP, f/2.2, 13mm, 118˚ (ultrawide), AF Rear Camera",Si/C Li-Ion 6500 mAh Battery,Kirin 9010S Processor,1 Year,Not Available,,,,
Huawei nova 16,,,12 GB|256 GB,"6.68 inch, 108.9 cm 2 (~90.3% screen-to-body ratio) Display","50 MP, f/1.9, 23mm (wide), 1/1.56"", Dual Pixel PDAF 50 MP, f/2.6, 88mm (periscope telephoto), PDAF, OIS, 3.7x optical zoom Rear Camera",7000 mAh Battery,Kirin 9010S Processor,1 Year,Not Available,,,,
Huawei nova 16 Pro,,,12 GB|256 GB,"6.84 inch, 115.0 cm 2 (~90.4% screen-to-body ratio) Display","200 MP, f/1.8, 23mm (wide), 1/1.28"", PDAF, OIS 50 MP, f/2.6, 88mm (periscope telephoto), PDAF, OIS, 3.7x optical zoom 50 MP, f/2.2, 13mm, 118˚ (ultrawide), AF Rear Camera",7000 mAh Battery,Kirin 9010S Processor,1 Year,Not Available,,,,
Huawei nova 16 Ultra,,,12 GB|256 GB,"6.84 inch, 115.0 cm 2 (~90.4% screen-to-body ratio) Display","200 MP, f/1.8, 23mm (wide), 1/1.28"", PDAF, OIS 50 MP, f/2.2, 88mm (periscope telephoto), PDAF, OIS, 3.7x optical zoom 50 MP, f/2.2, 13mm, 118˚ (ultrawide), AF Rear Camera",7000 mAh Battery,Kirin 9010S Processor,1 Year,Not Available,,,,
Huawei nova 16z,,,12 GB|256 GB,"6.7 inch, 108.3 cm 2 (~88.6% screen-to-body ratio) Display","50 MP, f/1.9, 23mm (wide), 1/1.56"", Dual Pixel PDAF 12 MP, f/2.4, 69mm (telephoto), PDAF, OIS, 3x optical zoom Rear Camera",Si/C Li-Ion 6000 mAh Battery,Kirin 8020 Processor,1 Year,Not Available,,,,
Huawei nova Flip S,,,12 GB|256 GB,"6.94 inch, 111.4 cm 2 (~87.0% screen-to-body ratio) Display","50 MP, f/1.9, 23mm (wide), 1/1.56"", PDAF, OIS 8 MP, f/2.2, 112˚ (ultrawide) Rear Camera",Li-Po 4400 mAh Battery,Kirin 8030 Processor,1 Year,Not Available,,,,
Huawei nova Y74,,,8 GB|128 GB,"6.67 inch, 107.2 cm 2 (~84.3% screen-to-body ratio) Display","50 MP, f/1.8, (wide), PDAF Rear Camera",Si/C Li-Ion 6620 mAh Battery,,1 Year,Not Available,,,,
Infinix GT 20 Pro,,,8 GB|256 GB,"6.78 inch, 112.7 cm 2 (~91.0% screen-to-body ratio) Display","108 MP, f/1.8, 24mm (wide), 1/1.67"", 0.64µm, AF, OIS 2 MP (macro) Auxiliary lens Rear Camera",5000 mAh Battery,Mediatek Dimensity 8200 Ultimate (4 nm) Processor,1 Year,Not Available,,,,
Infinix GT 30,,,8 GB|128 GB,"6.78 inch, 111.0 cm 2 (~89.4% screen-to-body ratio) Display","64 MP, f/1.8, 23mm (wide), 1/1.73"", 0.8μm, PDAF 8 MP, f/2.2, 111˚, (ultrawide), AF Rear Camera",5500 mAh Battery,Mediatek Dimensity 7400 (4 nm) Processor,1 Year,Not Available,,,,
Infinix GT 30 Pro,,,8 GB|256 GB,"6.78 inch, 111.0 cm 2 (~89.4% screen-to-body ratio) Display","108 MP, f/1.9, (wide), 1/1.33"", 0.8µm, PDAF 8 MP, f/2.2, 111˚ (ultrawide), 1/4.0"", 1.0µm, AF Rear Camera",5200 mAh or 5500 mAh Battery,Mediatek Dimensity 8350 Ultimate (4 nm) Processor,1 Year,Not Available,,,,
Infinix GT 50 Pro,,,12 GB|256 GB,"6.78 inch, 106.6 cm 2 (~85.0% screen-to-body ratio) Display","50 MP, f/1.8, (wide), 0.8µm, PDAF, OIS 8 MP, f/2.2, 111˚ (ultrawide), 1/4.0"", 1.0µm, AF Rear Camera",6150 mAh or 6500 mAh Battery,Mediatek Dimensity 8400 Ultimate (4 nm) Processor,1 Year,Not Available,,,,
Infinix Hot 40 Pro,,,8 GB|128 GB,"6.78 inch, 109.2 cm 2 (~84.5% screen-to-body ratio) Display","108 MP, f/1.8, (wide), 1/1.67"", 0.64µm, AF 2 MP (macro) Auxiliary lens Rear Camera",5000 mAh Battery,Mediatek Helio G99 (6 nm) Processor,1 Year,Not Available,,,,
Infinix Hot 50,,,4 GB|128 GB,"6.7 inch, 108.4 cm 2 (~84.8% screen-to-body ratio) Display","48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, AF Auxiliary lenses Rear Camera",Li-Po 5000 mAh Battery,Mediatek Dimensity 6300 (6 nm) Processor,1 Year,Not Available,,,,
Infinix Hot 50 4G,,,6 GB|128 GB,"6.78 inch, 109.2 cm 2 (~86.0% screen-to-body ratio) Display","50 MP, f/1.6, 27mm (wide), 1/2.76"", AF other unspecified cameras Rear Camera",5000 mAh Battery,Mediatek Helio G100 (6 nm) Processor,1 Year,Not Available,,,,
Infinix Hot 50 Pro 4G,,,8 GB|128 GB,"6.78 inch, 109.9 cm 2 (~86.1% screen-to-body ratio) Display","50 MP, f/1.6, 27mm (wide), 1/2.8"", AF Auxiliary lenses Rear Camera",5000 mAh Battery,Mediatek Helio G100 (6 nm) Processor,1 Year,Not Available,,,,
Infinix Hot 50 Pro+ 4G,,,8 GB|128 GB,"6.78 inch, 109.9 cm 2 (~90.0% screen-to-body ratio) Display","50 MP, f/1.6, 27mm (wide), 1/2.8"", AF Auxiliary lenses Rear Camera",5000 mAh Battery,Mediatek Helio G100 (6 nm) Processor,1 Year,Not Available,,,,
Infinix Hot 50i,,,4 GB|128 GB,"6.7 inch, 108.4 cm 2 (~84.8% screen-to-body ratio) Display","48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, AF Auxiliary lens Rear Camera",5000 mAh Battery,Mediatek Helio G81 Processor,1 Year,Not Available,,,,
Infinix Hot 60,,,6 GB|128 GB,"6.7 inch, 108.4 cm 2 (~85.0% screen-to-body ratio) Display","50 MP, f/1.6, (wide), AF other unspecified cameras Rear Camera",5200 mAh Battery,Mediatek Dimensity 7020 (6 nm) Processor,1 Year,Not Available,,,,
Infinix Hot 60 Pro,,,8 GB|128 GB,"6.78 inch, 111.0 cm 2 (~89.4% screen-to-body ratio) Display","50 MP, f/1.6, 27mm (wide), 1/2.8"", 0.64µm, PDAF Auxiliary lens Rear Camera",5160 mAh Battery,Mediatek Helio G200 (6 nm) Processor,1 Year,Not Available,,,,
Infinix Hot 60 Pro+,,,6 GB|128 GB,"6.78 inch, 111.0 cm 2 (~89.3% screen-to-body ratio) Display","50 MP, f/1.8, 26mm (wide), 1/1.95"", 0.8µm, PDAF Auxiliary lens Rear Camera",5160 mAh Battery,Mediatek Helio G200 (6 nm) Processor,1 Year,Not Available,,,,
Infinix Hot 60i,,,4 GB|128 GB,"6.75 inch, 110.0 cm 2 (~84.6% screen-to-body ratio) Display","50 MP, f/1.6, (wide), AF Auxiliary lens Rear Camera",6000 mAh Battery,Mediatek Dimensity 6400 (6 nm) Processor,1 Year,Not Available,,,,
Infinix Hot 60i 4G,,,4 GB|128 GB,"6.7 inch, 108.4 cm 2 (~85.2% screen-to-body ratio) Display","50 MP, (wide), AF Auxiliary lens Rear Camera",5160 mAh Battery,Mediatek Helio G81 Ultimate (12 nm) Processor,1 Year,Not Available,,,,
Infinix Hot 70,,,4 GB|128 GB,"6.78 inch, 112.1 cm 2 (~84.4% screen-to-body ratio) Display","50 MP, f/1.9, (wide), AF Auxiliary lens Rear Camera",6000 mAh Battery,Mediatek Helio G100 Ultimate (6 nm) Processor,1 Year,Not Available,,,,
Infinix Hot 70 Pro,,,6 GB|128 GB,"6.76 inch, 110.3 cm 2 (~83.2% screen-to-body ratio) Display","50 MP, f/1.8, 25mm (wide), 1/1.95"", 0.8µm, PDAF Auxiliary lens Rear Camera",6000 mAh or 5600 mAh Battery,Mediatek Dimensity 7100 (6 nm) Processor,1 Year,Not Available,,,,
Infinix Note 40,,,8 GB|256 GB,"6.78 inch, 109.9 cm 2 (~89.9% screen-to-body ratio) Display","108 MP, f/1.9, (wide), 1/1.52"", PDAF 2 MP, f/2.4 3rd unspecified camera Rear Camera",5000 mAh Battery,Mediatek Helio G99 Ultimate Processor,1 Year,Not Available,,,,
Infinix Note 40 5G,,,8 GB|256 GB,"6.78 inch, 109.9 cm 2 (~87.5% screen-to-body ratio) Display","108 MP, f/1.8, 24mm (wide), PDAF 2 MP, f/2.4 2 MP, f/2.4 Rear Camera",5000 mAh Battery,Mediatek Dimensity 7020 (6 nm) Processor,1 Year,Not Available,,,,
Infinix Note 40 Pro,,,8 GB|256 GB,"6.78 inch, 109.9 cm 2 (~89.8% screen-to-body ratio) Display","108 MP, f/1.8, (wide), PDAF, OIS 2 MP, f/2.4 2 MP, f/2.4 Rear Camera",5000 mAh Battery,Mediatek Dimensity 7020 (6 nm) Processor,1 Year,Not Available,,,,
Infinix Note 40 Pro 4G,,,8 GB|256 GB,"6.78 inch, 109.9 cm 2 (~89.6% screen-to-body ratio) Display","108 MP, f/1.8, (wide), 1/1.67"", PDAF, OIS 2 MP, f/2.4 2 MP, f/2.4 Rear Camera",5000 mAh Battery,Mediatek Helio G99 Ultimate Processor,1 Year,Not Available,,,,
Infinix Note 40 Pro+,,,12 GB|256 GB,"6.78 inch, 109.9 cm 2 (~89.8% screen-to-body ratio) Display","108 MP, f/1.8, 24mm (wide), 1/1.67"", 0.64µm, PDAF, OIS 2 MP, f/2.4 2 MP, f/2.4 Rear Camera",4600 mAh Battery,Mediatek Dimensity 7020 (6 nm) Processor,1 Year,Not Available,,,,
Infinix Note 40S,,,8 GB|256 GB,"6.78 inch, 109.9 cm 2 (~89.8% screen-to-body ratio) Display","108 MP, f/1.9, 24mm (wide), 1/1.52"", PDAF 2 MP (macro) 3rd unspecified camera Rear Camera",5000 mAh Battery,Mediatek Helio G99 Ultimate Processor,1 Year,Not Available,,,,
Infinix Note 40X 5G,,,8 GB|256 GB,"6.78 inch, 109.2 cm 2 (~84.5% screen-to-body ratio) Display","108 MP, f/1.8, (wide), PDAF 2 MP (macro) Auxiliary lens Rear Camera",5000 mAh Battery,Mediatek Dimensity 6300 (6 nm) Processor,1 Year,Not Available,,,,
Infinix Note 50 4G,,,8 GB|256 GB,"6.78 inch, 109.9 cm 2 (~90.4% screen-to-body ratio) Display","50 MP, f/1.9, (wide), 1/1.57"", 1.0µm, PDAF, OIS 2 MP (macro) Rear Camera",5200 mAh Battery,Mediatek Helio G100 Ultimate (6 nm) Processor,1 Year,Not Available,,,,
Infinix Note 50 Pro 4G,,,8 GB|256 GB,"6.78 inch, 109.9 cm 2 (~90.4% screen-to-body ratio) Display","50 MP, f/1.9, (wide), 1/1.57"", 1.0µm, PDAF, OIS 8 MP, f/2.2, 15mm, 112˚ (ultrawide) Rear Camera",5200 mAh Battery,Mediatek Helio G100 Ultimate (6 nm) Processor,1 Year,Not Available,,,,
Infinix Note 50 Pro+,,,12 GB|256 GB,"6.78 inch, 109.9 cm 2 (~90.3% screen-to-body ratio) Display","50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS 50 MP, f/2.4, 70mm (periscope telephoto), 1/2.76"", 0.64µm, multi-directional PDAF, OIS, 3x optical zoom 8 MP, f/2.2, 15mm, 112˚ (ultrawide), 1/4.0"", 1.12µm Rear Camera",Si/C Li-Ion 5200 mAh Battery,Mediatek Dimensity 8350 Ultimate (4 nm) Processor,1 Year,Not Available,,,,
Infinix Note 50s,,,6 GB|128 GB,"6.78 inch, 109.9 cm 2 (~89.8% screen-to-body ratio) Display","64 MP, f/1.8, (wide), 1/1.73"", 0.8µm, PDAF 2 MP Rear Camera",5500 mAh Battery,Mediatek Dimensity 7300 Ultimate (4 nm) Processor,1 Year,Not Available,,,,
Infinix Note 50x,,,6 GB|128 GB,"6.67 inch, 107.4 cm 2 (~85.0% screen-to-body ratio) Display","50 MP, f/1.6, (wide), PDAF Rear Camera",5500 mAh Battery,Mediatek Dimensity 7300 Ultimate (4 nm) Processor,1 Year,Not Available,,,,
Infinix Note 60,,,8 GB|128 GB,"6.78 inch, 112.1 cm 2 (~89.4% screen-to-body ratio) Display","50 MP, f/1.6, (wide), 0.8µm, PDAF, OIS 8 MP, f/2.2, 112˚ (ultrawide), 1.12µm Rear Camera",6150 mAh or 6500 mAh Battery,Mediatek Dimensity 7400 Ultimate (4 nm) Processor,1 Year,Not Available,,,,
Infinix Note 60 Pro,,,8 GB|128 GB,"6.78 inch, 112.1 cm 2 (~89.4% screen-to-body ratio) Display","50 MP, f/1.6, 27mm (wide), 1/1.95"", 0.8µm, PDAF (9cm - ∞), OIS 8 MP, f/2.2, 15mm, 112˚ (ultrawide), 1/4.0"", 1.12µm Rear Camera",6000 mAh or 6500 mAh Battery,Qualcomm SM7635-AC Snapdragon 7s Gen 4 (4 nm) Processor,1 Year,Not Available,,,,
Infinix Note 60 Ultra,,,12 GB|256 GB,"6.78 inch, 112.1 cm 2 (~89.5% screen-to-body ratio) Display","200 MP, f/1.7, 23mm (wide), 1/1.4"", 0.56µm, dual-pixel PDAF, OIS 50 MP, f/2.9, 80mm (periscope telephoto), 1/2.76"", 0.64µm, dual-pixel PDAF, OIS, 3.5x optical zoom 8 MP, f/2.2, 112˚ (ultrawide), 1.12µm Rear Camera",Si/C Li-Ion 7000 mAh Battery,Mediatek Dimensity 8400 Ultimate (4 nm) Processor,1 Year,Not Available,,,,
Infinix Note Edge,,,8 GB|128 GB,"6.78 inch, 112.1 cm 2 (~88.8% screen-to-body ratio) Display","50 MP, (wide), 1/2.0"", 0.8µm, PDAF Rear Camera",6500 mAh Battery,Mediatek Dimensity 7100 (6 nm) Processor,1 Year,Not Available,,,,
Infinix Smart 10,,,3 GB|64 GB,"6.67 inch, 107.4 cm 2 (~84.2% screen-to-body ratio) Display","8 MP, f/2.0, (wide), 1/4.0"", 1.12µm, AF Rear Camera",5000 mAh Battery,Unisoc T7250 (12 nm) Processor,1 Year,Not Available,,,,
Infinix Smart 10 HD,,,2 GB|64 GB,"6.6 inch, 104.6 cm 2 (~84.6% screen-to-body ratio) Display","13 MP, f/1.9, 27mm (wide), AF Rear Camera",5000 mAh Battery,(12 nm) Processor,1 Year,Not Available,,,,
Infinix Smart 10 Plus,,,4 GB|128 GB,"6.67 inch, 107.4 cm 2 (~84.2% screen-to-body ratio) Display","8 MP, f/2.0, (wide), 1/4.0"", 1.12µm, AF Rear Camera",6000 mAh Battery,Unisoc T7250 (12 nm) Processor,1 Year,Not Available,,,,
Infinix Smart 20,,,4 GB|64 GB,"6.78 inch, 109.5 cm 2 (~82.9% screen-to-body ratio) Display","8 MP, f/2.0, (wide), 1/4.0"", 1.12µm, AF Rear Camera",5200 mAh Battery,Mediatek Helio G81 Ultimate (12 nm) Processor,1 Year,Not Available,,,,
Infinix Smart 8 (India),,,4 GB|64 GB,"6.6 inch, 104.6 cm 2 (~84.6% screen-to-body ratio) Display","50 MP, (wide), AF Auxiliary lens Rear Camera",5000 mAh Battery,Mediatek Helio G36 (12 nm) Processor,1 Year,Not Available,,,,
Infinix Smart 8 HD,,,3 GB|64 GB,"6.6 inch, 104.6 cm 2 (~84.6% screen-to-body ratio) Display","13 MP, f/1.8, 27mm (wide), AF Auxiliary lens Rear Camera",5000 mAh Battery,Unisoc T606 (12 nm) Processor,1 Year,Not Available,,,,
Infinix Smart 8 Plus,,,4 GB|64 GB,"6.6 inch, 104.6 cm 2 (~84.4% screen-to-body ratio) Display","50 MP, f/1.9, (wide), AF Auxiliary lens Rear Camera",6000 mAh Battery,Mediatek Helio G36 (12 nm) Processor,1 Year,Not Available,,,,
Infinix Smart 8 Pro,,,4 GB|64 GB,"6.6 inch, 104.6 cm 2 (~84.6% screen-to-body ratio) Display","50 MP, f/1.9, (wide), AF Auxiliary lens Rear Camera",5000 mAh Battery,Mediatek Helio G36 (12 nm) Processor,1 Year,Not Available,,,,
Infinix Smart 9,,,3 GB|64 GB,"6.7 inch, 108.4 cm 2 (~84.8% screen-to-body ratio) Display","13 MP, f/1.9, 27mm (wide), 1/3.07"", 1.12µm, AF Auxiliary lens Rear Camera",5000 mAh Battery,Mediatek Helio G81 Processor,1 Year,Not Available,,,,
Infinix Smart 9 HD,,,3 GB|64 GB,"6.7 inch, 108.4 cm 2 (~84.8% screen-to-body ratio) Display","13 MP, f/1.9, 27mm (wide), AF Auxiliary lens Rear Camera",5000 mAh Battery,Mediatek Helio Processor,1 Year,Not Available,,,,
Infinix Xpad,,,4 GB|128 GB,"11.0 inch, 350.9 cm 2 (~81.0% screen-to-body ratio) Display",8 MP Rear Camera,Li-Po 7000 mAh Battery,Mediatek Helio G99 (6 nm) Processor,1 Year,Not Available,,,,
Infinix Xpad 20,,,4 GB|128 GB,"11.0 inch, 350.9 cm 2 (~80.5% screen-to-body ratio) Display",8 MP Rear Camera,7000 mAh Battery,Mediatek Helio G88 (12 nm) Processor,1 Year,Not Available,,,,
Infinix Xpad 20 Pro,,,4 GB|128 GB,"12.0 inch, 409.9 cm 2 (~84.7% screen-to-body ratio) Display","8 MP, f/2.0, AF Rear Camera",8000 mAh Battery,Mediatek Helio G100 Ultimate (6 nm) Processor,1 Year,Not Available,,,,
Infinix Xpad GT,,,8 GB|256 GB,"13.0 inch, 494.7 cm 2 (~88.7% screen-to-body ratio) Display","13 MP, f/2.0, AF Rear Camera",10000 mAh Battery,Qualcomm SM8350 Snapdragon 888 5G (5 nm) Processor,1 Year,Not Available,,,,
Infinix Zero 40,,,12 GB|256 GB,"6.78 inch, 109.9 cm 2 (~89.4% screen-to-body ratio) Display","108 MP, f/1.8, (wide), 1/1.67"", PDAF, OIS 50 MP, f/2.0, 120˚, (ultrawide), 1/2.76"", PDAF Auxiliary lens Rear Camera",5000 mAh Battery,Mediatek Dimensity 8200 Ultimate (4 nm) Processor,1 Year,Not Available,,,,
Infinix Zero 40 4G,,,8 GB|256 GB,"6.78 inch, 109.9 cm 2 (~89.7% screen-to-body ratio) Display","108 MP, f/1.8, (wide), 1/1.67"", PDAF, OIS 50 MP, f/2.0, 120˚, (ultrawide), 1/2.76"", PDAF Auxiliary lens Rear Camera",5000 mAh Battery,Mediatek Helio G100 (6 nm) Processor,1 Year,Not Available,,,,
Infinix Zero Flip,,,8 GB|256 GB,"6.9 inch, 107.6 cm 2 (~86.1% screen-to-body ratio) Display","50 MP, f/1.9, 24mm (wide), 1/1.57"", 1.0µm, PDAF, OIS 50 MP, f/2.2, 115˚ (ultrawide), 1/2.8"", 0.64µm, PDAF Rear Camera",4720 mAh Battery,Mediatek Dimensity 8020 (6 nm) Processor,1 Year,Not Available,,,,
Lava Agni 2,,,8 GB|256 GB,"6.78 inch, 111.0 cm 2 (~90.5% screen-to-body ratio) Display","50 MP, f/1.9, (wide), 1/1.55"", 1.0µm, PDAF 8 MP, (ultrawide) 2 MP (macro) Auxiliary lens Rear Camera",Li-Po 4700 mAh Battery,Mediatek Dimensity 7050 (6 nm) Processor,1 Year,Not Available,,,,
Lava Agni 3,,,8 GB|128 GB,"6.78 inch, 111.4 cm 2 (~90.1% screen-to-body ratio) Display","50 MP, (wide), 1/1.55"", 1.0µm, PDAF, OIS 8 MP, (telephoto), 1.0µm, PDAF, 3x optical zoom 8 MP, 112˚ (ultrawide) Rear Camera",Li-Po 5000 mAh Battery,Mediatek Dimensity 7300X (4 nm) Processor,1 Year,Not Available,,,,
Lava Agni 4,,,8 GB|256 GB,"6.67 inch, 107.4 cm 2 (~88.7% screen-to-body ratio) Display","50 MP, f/1.9, (wide), 1/1.55"", 1.0µm, PDAF, OIS 8 MP, 112˚ (ultrawide) Rear Camera",Li-Po 5000 mAh Battery,Mediatek Dimensity 8350 (4 nm) Processor,1 Year,Not Available,,,,
Lava Blaze 1X,,,6 GB|128 GB,"6.5 inch, 102.0 cm 2 (~80.8% screen-to-body ratio) Display","50 MP, (wide), AF 2 MP 0.3 MP Rear Camera",Li-Po 5000 mAh Battery,Mediatek Dimensity 700 (7 nm) Processor,1 Year,Not Available,,,,
Lava Blaze 2,,,6 GB|128 GB,"6.5 inch, 102.0 cm 2 (~81.2% screen-to-body ratio) Display","13 MP, (wide), AF 2 MP Rear Camera",Li-Po 5000 mAh Battery,Unisoc Tiger T616 (12 nm) Processor,1 Year,Not Available,,,,
Lava Blaze 2 5G,,,4 GB|64 GB,"6.56 inch, 103.9 cm 2 (~83.3% screen-to-body ratio) Display","50 MP, (wide), AF Auxiliary lens Rear Camera",Li-Po 5000 mAh Battery,Mediatek Dimensity 6020 (7 nm) Processor,1 Year,Not Available,,,,
Lava Blaze 2 Pro,,,8 GB|128 GB,"6.5 inch, 102.0 cm 2 (~83.2% screen-to-body ratio) Display","50 MP, (wide), AF 2 MP 2 MP Rear Camera",Li-Po 5000 mAh Battery,Unisoc Tiger T616 (12 nm) Processor,1 Year,Not Available,,,,
Lava Blaze 3 5G,,,6 GB|128 GB,"6.56 inch, 103.9 cm 2 (~83.0% screen-to-body ratio) Display","50 MP, (wide), AF 2 MP Rear Camera",Li-Po 5000 mAh Battery,Mediatek Dimensity 6300 (6 nm) Processor,1 Year,Not Available,,,,
Lava Blaze 5G,,,4 GB|128 GB,"6.52 inch, 102.6 cm 2 (~81.3% screen-to-body ratio) Display","50 MP, (wide), 0.64µm, AF 2 MP (macro) 0.3 MP Rear Camera",Li-Po 5000 mAh Battery,Mediatek Dimensity 700 (7 nm) Processor,1 Year,Not Available,,,,
Lava Blaze Amoled 2,,,6 GB|128 GB,"6.67 inch, 107.4 cm 2 (~86.5% screen-to-body ratio) Display","50 MP, (wide), AF Auxiliary lens Rear Camera",Li-Po 5000 mAh Battery,Mediatek Dimensity 7060 (6 nm) Processor,1 Year,Not Available,,,,
Lava Blaze Curve,,,8 GB|128 GB,"6.67 inch, 107.4 cm 2 (~89.7% screen-to-body ratio) Display","64 MP, (wide), PDAF 8 MP, (ultrawide) 2 MP (macro) Rear Camera",Li-Po 5000 mAh Battery,Mediatek Dimensity 7050 (6 nm) Processor,1 Year,Not Available,,,,
Lava Blaze Dragon,,,4 GB|128 GB,"6.75 inch, 137.5 cm 2 (~105.0% screen-to-body ratio) Display","50 MP, (wide), 1/2.8"" 2 MP Rear Camera",Li-Po 5000 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm) Processor,1 Year,Not Available,,,,
Lava Blaze Duo,,,6 GB|128 GB,"6.67 inch, 107.4 cm 2 (~89.5% screen-to-body ratio) Display","64 MP, (wide), PDAF 2 MP (macro) Rear Camera",Li-Po 5000 mAh Battery,Mediatek Dimensity 7025 (6 nm) Processor,1 Year,Not Available,,,,
Lava Blaze Duo 3,,,6 GB|128 GB,"6.67 inch, 107.4 cm 2 (~86.5% screen-to-body ratio) Display","50 MP, (wide), PDAF Auxiliary lens Rear Camera",Li-Po 5000 mAh Battery,Mediatek Dimensity 7060 (6 nm) Processor,1 Year,Not Available,,,,
Lava Blaze Nxt,,,4 GB|64 GB,"6.52 inch, 102.6 cm 2 (~81.6% screen-to-body ratio) Display","13 MP, (wide), AF 2 MP VGA Rear Camera",Li-Ion 5000 mAh Battery,Mediatek MT6765 Helio G37 (12 nm) Processor,1 Year,Not Available,,,,
